community_id,community_name,community_aliases,community_type,local_govt_council,ward,land_council,electorate,ntg_region,population_count,population_source,latitude,longitude,bushtel_url,Mobile_Coverage_Listed,Coverage_Match_Status,Coverage_Match_Method,Coverage_Matched_Input_Name,Coverage_Match_Distance_km,Coverage_SITE NAME,Coverage_SITE TYPE,Coverage_POPULATION,Coverage_MACRO CELL,Coverage_SMALL CELL,Coverage_PROXIMITY TO CELL,Coverage_PROVIDER,Coverage_LATITUDE,Coverage_LONGITUDE,Nearest_Telstra_km,Nearest_Telstra_Technology,Nearest_Telstra_Active_Bands,Nearest_Telstra_Year,Nearest_Telstra_MNO,Nearest_Telstra_RFNSA ID,Nearest_Telstra_Latitude,Nearest_Telstra_Longitude,Nearest_Telstra_GSM900,Nearest_Telstra_IoT700,Nearest_Telstra_LTE700,Nearest_Telstra_LTE850,Nearest_Telstra_LTE1800,Nearest_Telstra_LTE2100,Nearest_Telstra_LTE2600,Nearest_Telstra_NR700,Nearest_Telstra_NR850,Nearest_Telstra_NR2100,Nearest_Telstra_NR2600,Nearest_Telstra_NR3600,Nearest_Telstra_NR26000,Nearest_Telstra_Co_funded,Nearest_Telstra_Co_contribution_program,Nearest_Telstra_Round,Nearest_Optus_km,Nearest_Optus_Technology,Nearest_Optus_Active_Bands,Nearest_Optus_Year,Nearest_Optus_MNO,Nearest_Optus_RFNSA ID,Nearest_Optus_Latitude,Nearest_Optus_Longitude,Nearest_Optus_NBIoT700,Nearest_Optus_UMTS900,Nearest_Optus_UMTS2100,Nearest_Optus_LTE700,Nearest_Optus_LTE900,Nearest_Optus_LTE1800,Nearest_Optus_LTE2100,Nearest_Optus_LTE2300,Nearest_Optus_LTE2600,Nearest_Optus_NR700,Nearest_Optus_NR900,Nearest_Optus_NR2100,Nearest_Optus_NR2300,Nearest_Optus_NR3500,Nearest_Optus_NR26000,Nearest_Optus_Co_funded,Nearest_Optus_Co_contribution_program,Nearest_Optus_Round,Nearest_TPG_km,Nearest_TPG_Technology,Nearest_TPG_Active_Bands,Nearest_TPG_Year,Nearest_TPG_MNO,Nearest_TPG_RFNSA ID,Nearest_TPG_Latitude,Nearest_TPG_Longitude,Nearest_TPG_NBIoT850,Nearest_TPG_LTE700,Nearest_TPG_LTE850,Nearest_TPG_LTE1800,Nearest_TPG_LTE2100,Nearest_TPG_NR700,Nearest_TPG_NR1800,Nearest_TPG_NR2100,Nearest_TPG_NR3600,Nearest_TPG_NR26000,Nearest_TPG_Co_funded,Nearest_TPG_Co_contribution_program,Nearest_TPG_Round,Nearest_Any_Site_km,Nearest_Any_Provider,Infrastructure_Isolation_Rank,Nearest_Primary_School,Nearest_Primary_School_km,Nearest_Primary_School_Type,Nearest_Primary_School_Sector,Nearest_Primary_School_Remoteness,Nearest_Primary_School_Campus_Type,Nearest_Primary_School_Special,Nearest_Primary_School_Latitude,Nearest_Primary_School_Longitude,Nearest_Primary_ACARA_SML_ID,Nearest_Primary_Location_AGE_ID,Nearest_Primary_School_AGE_ID,Nearest_Primary_Rolled_School_ID,Nearest_Secondary_School,Nearest_Secondary_School_km,Nearest_Secondary_School_Type,Nearest_Secondary_School_Sector,Nearest_Secondary_School_Remoteness,Nearest_Secondary_School_Campus_Type,Nearest_Secondary_School_Special,Nearest_Secondary_School_Latitude,Nearest_Secondary_School_Longitude,Nearest_Secondary_ACARA_SML_ID,Nearest_Secondary_Location_AGE_ID,Nearest_Secondary_School_AGE_ID,Nearest_Secondary_Rolled_School_ID,Secondary_vs_Mobile_Distance_Difference_km,Primary_vs_Mobile_Distance_Difference_km,Mobile_Further_Than_Primary,Mobile_Further_Than_Secondary,Secondary_Over_50km,Mobile_Site_Over_50km,Education_Mobile_Isolation_Review,ILOC_CODE_2021,ILOC_NAME_2021,IAREA_CODE_2021,IAREA_NAME_2021,IREG_CODE_2021,IREG_NAME_2021,ILOC_STATE_CODE_2021,ILOC_STATE_NAME_2021,ILOC_AREA_SQKM_2021,ILOC_Match_Method,ILOC_Match_Status,ILOC_Indigenous_Population_Male,ILOC_Indigenous_Population_Female,ILOC_Indigenous_Population,ILOC_Indigenous_Age_0_4,ILOC_Indigenous_Age_5_14,ILOC_Indigenous_Age_15_24,ILOC_Indigenous_Age_25_44,ILOC_Indigenous_Age_45_64,ILOC_Indigenous_Age_65_Plus,ILOC_Indigenous_Median_Age,ILOC_Indigenous_Median_Personal_Income_Weekly,ILOC_Indigenous_Household_Median_Income_Weekly,ILOC_Indigenous_Household_Avg_Persons_Per_Bedroom,ILOC_Indigenous_Household_Avg_Size,ILOC_Indigenous_Dwellings_Needing_Extra_Bedrooms_Pct,ILOC_Indigenous_Preschool_Students,ILOC_Indigenous_Primary_Students,ILOC_Indigenous_Secondary_Students,ILOC_Indigenous_Persons_Age_15_Plus,ILOC_Indigenous_Employed,ILOC_Indigenous_Unemployed,ILOC_Indigenous_Labour_Force,ILOC_Indigenous_Not_In_Labour_Force,ILOC_Indigenous_Unemployment_Pct,ILOC_Indigenous_Labour_Force_Participation_Pct,ILOC_Indigenous_Employment_To_Population_Pct,ILOC_Indigenous_Age_0_14,Demographic_Source,Demographic_Geography_Type,Demographic_Census_Year
688,MURTULKI,MURTALKI,Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-19.91784,134.38936,https://bushtel.nt.gov.au/profile/688,Not listed,Not confirmed,,,,,,,,,,,,,35.996414904576696,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE2600, NR850, NR2600",2025,Telstra,860002,-19.63417,134.22361,,Y,Y,Y,,,Y,,Y,,Y,,,,,,37.20068214095051,4G/LTE + IoT,"NBIoT700, LTE700, LTE2600",2025,Optus,860007,-19.64497,134.183655,Y,,,Y,,,,,Y,,,,,,,,,,539.8901059893684,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,35.996414904576696,Telstra,222,Tennant Creek Primary School,36.39681481881013,Primary,Government,Very Remote,School Single Entity,0,-19.6501,134.18925,50046,56574.0,16574.0,50046,Tennant Creek High School,36.49074244001048,Secondary,Government,Very Remote,School Single Entity,0,-19.644142,134.196942,50007,47918.0,7918.0,50007,0.4943275354337828,0.4003999142334322,No,No,No,No,,70700304,Julalikari - Outstations,707003,Barkly,707,Tennant Creek,7,Northern Territory,107784.4629,Within polygon,Matched,67,66,137,15,28,18,41,25,8,27,369,1020,1.4,4.2,31.0,4,26,10,90,13,20,34,41,60.0,39.8,15.9,43,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
689,MURUN MURULA,"MURAN MURULA,MURRA MURULA,MURRAMARULA,MURU MURULA,MURULMURULA",Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-18.49908,137.51754,https://bushtel.nt.gov.au/profile/689,Not listed,Not confirmed,,,,,,,,,,,,,104.60479677047576,4G/LTE,LTE700,2025,Telstra,4830018,-18.702951,138.486535,,,Y,,,,,,,,,,,,,,108.91210878336771,3G/UMTS,UMTS900,2025,Optus,4825035,-18.69084,138.53096,,Y,,,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),2.0,323.4267206485986,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,104.60479677047576,Telstra,16,Kiana School,198.6545764656203,Combined,Government,Very Remote,School Single Entity,0,-17.24244,136.18325,40341,56558.0,16558.0,40341,Kiana School,198.6545764656203,Combined,Government,Very Remote,School Single Entity,0,-17.24244,136.18325,40341,56558.0,16558.0,40341,94.04977969514454,94.04977969514454,No,No,Yes,Yes,Review,70700301,Barkly Tablelands - Outstations,707003,Barkly,707,Tennant Creek,7,Northern Territory,79907.8275,Within polygon,Matched,45,19,64,7,12,5,13,17,6,28,725,924,1.3,3.4,12.5,3,7,7,44,18,0,23,18,4.3,56.1,53.7,19,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
648,MURUNING,"DARBY'S,MURINGUNG,MURRUNING,TIMBER CREEK",Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,DALY,BIG RIVERS,50.0,Homelands Service Provider Report 2023,-15.67527,130.48457,https://bushtel.nt.gov.au/profile/648,Yes,Confirmed,Primary name,MURUNING,0.0549603603104548,MURUNING,COMMUNITY,21.0,,,YES,TELSTRA,-15.675,130.485,2.1856676860654685,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,852004,-15.65639,130.47889,,Y,Y,,,,,,,,,,,,,,69.2887712768095,3G/UMTS,UMTS900,2025,Optus,852099,-15.6176,131.1289,,Y,,,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),2.0,347.99446189468347,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836004,-12.613261,131.151729,,,Y,Y,Y,,,,,,,,,2.1856676860654685,Telstra,609,Timber Creek School,3.668732407569746,Combined,Government,Very Remote,School Single Entity,0,-15.6481,130.46513,50121,47932.0,7932.0,50121,Timber Creek School,3.668732407569746,Combined,Government,Very Remote,School Single Entity,0,-15.6481,130.46513,50121,47932.0,7932.0,50121,1.4830647215042774,1.4830647215042774,No,No,No,No,,70500804,Timber Creek,705008,Victoria River,705,Katherine,7,Northern Territory,159.6701,Within polygon,Matched,90,68,155,15,23,29,50,34,10,29,456,1874,1.6,4.2,35.7,4,19,5,122,49,26,76,41,34.2,63.3,41.7,38,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
764,MUYIN,"MOYEN,MUYINNGA",Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-23.15972,129.00489,https://bushtel.nt.gov.au/profile/764,Not listed,Not confirmed,,,,,,,,,,,,,41.03196336298194,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,872046,-23.27311,129.386987,,Y,Y,,,,,,,,,,,Y,REGIONAL CO-INVESTMENT: NT ISCA,1.0,282.5859894521976,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,872146,-24.251,131.5116,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),2.0,1114.5692808961546,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,41.03196336298194,Telstra,184,Walungurru School,41.24068537837621,Combined,Government,Very Remote,School Single Entity,0,-23.27712,129.38771,50128,56577.0,16577.0,50128,Walungurru School,41.24068537837621,Combined,Government,Very Remote,School Single Entity,0,-23.27712,129.38771,50128,56577.0,16577.0,50128,0.2087220153942723,0.2087220153942723,No,No,No,No,,70901302,Walungurru Outstations,709013,Walungurru and Outstations,709,Apatula,7,Northern Territory,28754.6795,Within polygon,Matched,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
678,MYATT,"5 MILE,FIVE MILE,GULARDI,JERRY'S",Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,DALY,BIG RIVERS,12.0,Homelands Service Provider Report 2023,-15.70656,130.48335,https://bushtel.nt.gov.au/profile/678,Yes,Confirmed,Primary name,MYATT,0.0616227878153883,MYATT,COMMUNITY,75.0,,,YES,TELSTRA,-15.707,130.483,5.599053004690576,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,852004,-15.65639,130.47889,,Y,Y,,,,,,,,,,,,,,69.82100086241479,3G/UMTS,UMTS900,2025,Optus,852099,-15.6176,131.1289,,Y,,,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),2.0,351.4252484350212,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836004,-12.613261,131.151729,,,Y,Y,Y,,,,,,,,,5.599053004690576,Telstra,563,Timber Creek School,6.7868180269674765,Combined,Government,Very Remote,School Single Entity,0,-15.6481,130.46513,50121,47932.0,7932.0,50121,Timber Creek School,6.7868180269674765,Combined,Government,Very Remote,School Single Entity,0,-15.6481,130.46513,50121,47932.0,7932.0,50121,1.1877650222769,1.1877650222769,No,No,No,No,,70500804,Timber Creek,705008,Victoria River,705,Katherine,7,Northern Territory,159.6701,Within polygon,Matched,90,68,155,15,23,29,50,34,10,29,456,1874,1.6,4.2,35.7,4,19,5,122,49,26,76,41,34.2,63.3,41.7,38,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
395,NABARLEK,NARBALEK,Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.30829,133.29216,https://bushtel.nt.gov.au/profile/395,Not listed,Not confirmed,,,,,,,,,,,,,25.64143342340349,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE2600, NR850, NR2600",2025,Telstra,822002,-12.32389,133.05667,,Y,Y,Y,,,Y,,Y,,Y,,,,,,38.56016256695781,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,822106,-12.42654,132.95842,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5.0,234.09949638218364,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,25.64143342340349,Telstra,321,Gunbalanya School,25.57844588836077,Combined,Government,Remote,School Single Entity,0,-12.32135,133.05709,50058,47960.0,7960.0,50058,Gunbalanya School,25.57844588836077,Combined,Government,Remote,School Single Entity,0,-12.32135,133.05709,50058,47960.0,7960.0,50058,-0.0629875350427227,-0.0629875350427227,Yes,Yes,No,No,,70400401,Cobourg Peninsula - Demed Homelands,704004,North-West Arnhem,704,Jabiru - Tiwi,7,Northern Territory,23675.7318,Within polygon,Matched,145,127,279,27,57,40,102,44,3,27,239,1218,2.4,5.6,70.3,4,34,22,190,45,3,48,138,8.3,24.7,22.7,84,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
887,NABBARLA KUNINDABBA,"NAQARLA,ROCKY POINT",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.06125,134.40225,https://bushtel.nt.gov.au/profile/887,Not listed,Not confirmed,,,,,,,,,,,,,18.6434543538066,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE1800, LTE2100, LTE2600, NR850, NR2600",2025,Telstra,822008,-12.05532,134.23091,,Y,Y,Y,Y,Y,Y,,Y,,Y,,,Y,REGIONAL CO-INVESTMENT: RCP - TX Upgrade,1.0,162.06705309880795,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,822106,-12.42654,132.95842,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5.0,357.4319307126912,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,18.6434543538066,Telstra,380,Maningrida College,19.493530930990165,Combined,Government,Very Remote,School Single Entity,0,-12.05041,134.22333,50061,47956.0,7956.0,50061,Maningrida College,19.493530930990165,Combined,Government,Very Remote,School Single Entity,0,-12.05041,134.22333,50061,47956.0,7956.0,50061,0.8500765771835646,0.8500765771835646,No,No,No,No,,70400302,Maningrida Outstations,704003,Maningrida and Outstations,704,Jabiru - Tiwi,7,Northern Territory,9758.0375,Within polygon,Matched,170,195,366,23,65,77,131,58,11,26,207,900,2.1,5.9,72.3,4,34,42,283,10,22,35,226,60.6,11.8,4.6,88,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
886,NADILMUK,NDJUDDA POINT,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,5.0,Homelands Service Provider Report 2023,-11.99384,134.29454,https://bushtel.nt.gov.au/profile/886,Yes,Confirmed,Primary name,NADILMUK,0.0531021696048602,NADILMUK,COMMUNITY,5.0,,,YES,TELSTRA,-11.994,134.295,9.727403916340652,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE1800, LTE2100, LTE2600, NR850, NR2600",2025,Telstra,822008,-12.05532,134.23091,,Y,Y,Y,Y,Y,Y,,Y,,Y,,,Y,REGIONAL CO-INVESTMENT: RCP - TX Upgrade,1.0,152.97216440572623,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,822106,-12.42654,132.95842,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5.0,347.1831881997815,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,9.727403916340652,Telstra,503,Maningrida College,9.977261218453435,Combined,Government,Very Remote,School Single Entity,0,-12.05041,134.22333,50061,47956.0,7956.0,50061,Maningrida College,9.977261218453435,Combined,Government,Very Remote,School Single Entity,0,-12.05041,134.22333,50061,47956.0,7956.0,50061,0.2498573021127832,0.2498573021127832,No,No,No,No,,70400302,Maningrida Outstations,704003,Maningrida and Outstations,704,Jabiru - Tiwi,7,Northern Territory,9758.0375,Within polygon,Matched,170,195,366,23,65,77,131,58,11,26,207,900,2.1,5.9,72.3,4,34,42,283,10,22,35,226,60.6,11.8,4.6,88,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
396,NADIRRI,"NARDIDI,NARDIRRI",Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-13.95376,129.76657,https://bushtel.nt.gov.au/profile/396,Not listed,Not confirmed,,,,,,,,,,,,,40.80212334784011,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,822068,-14.15629,130.082,,Y,Y,,,,,,,,,,,,,,132.0210439002243,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,822091,-13.164608,130.679087,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),2.0,202.39985726718444,4G/LTE + 5G/NR,"LTE850, LTE1800, LTE2100, NR700",2025,TPG,800002,-12.4651,130.8425,,,Y,Y,Y,Y,,,,,,,,40.80212334784011,Telstra,187,St Francis Xavier Catholic School - Wudikapildiyer Homeland Learning Centre Campus,27.51218848670924,Combined,Catholic,Very Remote,School Sub-Campus,0,-13.8593246864877,130.002167496203,53319,,13312.0,50145,St Francis Xavier Catholic School - Wudikapildiyer Homeland Learning Centre Campus,27.51218848670924,Combined,Catholic,Very Remote,School Sub-Campus,0,-13.8593246864877,130.002167496203,53319,,13312.0,50145,-13.28993486113087,-13.28993486113087,Yes,Yes,No,No,,70400501,Thamarrurr exc. Wadeye,704005,Thamarrurr inc. Wadeye,704,Jabiru - Tiwi,7,Northern Territory,3352.8699,Within polygon,Matched,96,89,188,14,38,56,57,23,5,21,233,860,1.9,4.9,35.3,4,25,11,140,21,30,53,85,60.8,37.2,14.6,52,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
541,NALIYINDI,"NALIYINJI,NALYINDI,NAYAWILI,NGLIYINDI",Family Outstation,EAST ARNHEM,GUMURR MIYARRKA,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,,Not recorded,-12.54196,135.17863,https://bushtel.nt.gov.au/profile/541,Not listed,Not confirmed,,,,,,,,,,,,,36.25581842159732,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE2600, NR850, NR2600",2025,Telstra,822003,-12.32833,134.92639,,Y,Y,Y,,,Y,,Y,,Y,,,Y,REGIONAL CO-INVESTMENT: RCP - TX Upgrade,1.0,178.16658499913024,4G/LTE + IoT,"NBIoT700, LTE700, LTE2600",2025,Optus,880003,-12.181375,136.776877,Y,,,Y,,,,,Y,,,,,,,,,,437.0935376438886,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836004,-12.613261,131.151729,,,Y,Y,Y,,,,,,,,,36.25581842159732,Telstra,218,Ramingining School,36.41247833005011,Combined,Government,Very Remote,School Single Entity,0,-12.32641,134.92619,50065,47963.0,7963.0,50065,Ramingining School,36.41247833005011,Combined,Government,Very Remote,School Single Entity,0,-12.32641,134.92619,50065,47963.0,7963.0,50065,0.156659908452788,0.156659908452788,No,No,No,No,,70600402,Marthakal Homelands exc. Galiwinku,706004,Marthakal Homelands - Galiwinku,706,Nhulunbuy,7,Northern Territory,5177.5161,Within polygon,Matched,204,224,425,32,93,102,113,79,18,23,281,1312,1.8,5.7,64.7,8,68,36,308,27,25,58,245,43.6,18.0,10.2,125,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
1026,NAMA,WUDIPULINAMA,Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,28.0,Homelands Service Provider Report 2023,-14.22945,129.85879,https://bushtel.nt.gov.au/profile/1026,Not listed,Not confirmed,,,,,,,,,,,,,13.75201143062142,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,822043,-14.351052,129.882057,,Y,Y,,,,,,,,,,,,,,147.89471398267247,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,822091,-13.164608,130.679087,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),2.0,223.1937518272805,4G/LTE + 5G/NR,"LTE850, LTE1800, LTE2100, NR700",2025,TPG,800002,-12.4651,130.8425,,,Y,Y,Y,Y,,,,,,,,13.75201143062142,Telstra,443,Nganmarriyanga School,13.94206323552863,Combined,Government,Very Remote,School Single Entity,0,-14.3528,129.882,50110,56571.0,16571.0,50110,Nganmarriyanga School,13.94206323552863,Combined,Government,Very Remote,School Single Entity,0,-14.3528,129.882,50110,56571.0,16571.0,50110,0.1900518049072097,0.1900518049072097,No,No,No,No,,70400501,Thamarrurr exc. Wadeye,704005,Thamarrurr inc. Wadeye,704,Jabiru - Tiwi,7,Northern Territory,3352.8699,Within polygon,Matched,96,89,188,14,38,56,57,23,5,21,233,860,1.9,4.9,35.3,4,25,11,140,21,30,53,85,60.8,37.2,14.6,52,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
906,NAMERINNI,TOMKINSON CREEK,Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-18.56818,133.71549,https://bushtel.nt.gov.au/profile/906,Not listed,Not confirmed,,,,,,,,,,,,,114.1025426677137,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,862001,-17.555,133.54444,,Y,Y,,,,,,,,,,,,,,29.00147843705906,3G/UMTS,UMTS900,2025,Optus,862040,-18.318584,133.795264,,Y,,,,,,,,,,,,,,,,,651.1843787555651,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,29.00147843705906,Optus,290,Elliott School,114.14494886947789,Combined,Government,Very Remote,School Single Entity,0,-17.5553,133.54,50088,46826.0,6826.0,50088,Elliott School,114.14494886947789,Combined,Government,Very Remote,School Single Entity,0,-17.5553,133.54,50088,46826.0,6826.0,50088,85.14347043241881,85.14347043241881,No,No,Yes,No,,70700302,Elliott Surrounds - Outstations,707003,Barkly,707,Tennant Creek,7,Northern Territory,115005.6995,Within polygon,Matched,47,43,91,10,21,14,30,17,0,25,350,1542,1.1,3.6,16.0,0,17,9,61,21,0,27,38,8.0,40.3,37.1,31,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
389,NAMUGARDABU,"NAMAGARDABU,NAMAGARRARBU,NAMURGARDABU",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.15779,134.02473,https://bushtel.nt.gov.au/profile/389,Not listed,Not confirmed,,,,,,,,,,,,,25.145923403580053,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE1800, LTE2100, LTE2600, NR850, NR2600",2025,Telstra,822008,-12.05532,134.23091,,Y,Y,Y,Y,Y,Y,,Y,,Y,,,Y,REGIONAL CO-INVESTMENT: RCP - TX Upgrade,1.0,119.6422142015946,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,822106,-12.42654,132.95842,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5.0,315.23110984954394,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,25.145923403580053,Telstra,324,Maningrida College,24.673828907768183,Combined,Government,Very Remote,School Single Entity,0,-12.05041,134.22333,50061,47956.0,7956.0,50061,Maningrida College,24.673828907768183,Combined,Government,Very Remote,School Single Entity,0,-12.05041,134.22333,50061,47956.0,7956.0,50061,-0.4720944958118664,-0.4720944958118664,Yes,Yes,No,No,,70400401,Cobourg Peninsula - Demed Homelands,704004,North-West Arnhem,704,Jabiru - Tiwi,7,Northern Territory,23675.7318,Within polygon,Matched,145,127,279,27,57,40,102,44,3,27,239,1218,2.4,5.6,70.3,4,34,22,190,45,3,48,138,8.3,24.7,22.7,84,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
392,NANGAK,NANGARK,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,14.0,Homelands Service Provider Report 2023,-12.21148,134.28387,https://bushtel.nt.gov.au/profile/392,Not listed,Not confirmed,,,,,,,,,,,,,18.29380200968068,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE1800, LTE2100, LTE2600, NR850, NR2600",2025,Telstra,822008,-12.05532,134.23091,,Y,Y,Y,Y,Y,Y,,Y,,Y,,,Y,REGIONAL CO-INVESTMENT: RCP - TX Upgrade,1.0,145.96200954202575,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,822106,-12.42654,132.95842,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5.0,342.3740216772432,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,18.29380200968068,Telstra,383,Maningrida College,19.08114624796901,Combined,Government,Very Remote,School Single Entity,0,-12.05041,134.22333,50061,47956.0,7956.0,50061,Maningrida College,19.08114624796901,Combined,Government,Very Remote,School Single Entity,0,-12.05041,134.22333,50061,47956.0,7956.0,50061,0.7873442382883269,0.7873442382883269,No,No,No,No,,70400302,Maningrida Outstations,704003,Maningrida and Outstations,704,Jabiru - Tiwi,7,Northern Territory,9758.0375,Within polygon,Matched,170,195,366,23,65,77,131,58,11,26,207,900,2.1,5.9,72.3,4,34,42,283,10,22,35,226,60.6,11.8,4.6,88,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
